row_num,timestamp,game_link,next_game_link,exception,stack_trace
123726,2023-07-26 22:25:32.263664,/stats/matches/mapstatsid/17504/unnamed-vs-ussr,/stats/matches/mapstatsid/17462/overgaming-vs-fnatic,list index out of range,"Traceback (most recent call last):
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 103, in scrape
    rounds_breakdown = get_rounds_breakdown(bs)
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 66, in get_rounds_breakdown
    return bs.find_all(class_='match-info-row')[0].find_all('div')[0].text
IndexError: list index out of range
"
123833,2023-07-26 22:35:59.857074,/stats/matches/mapstatsid/17325/overgaming-vs-ussr,/stats/matches/mapstatsid/17481/marvel-vs-penta,list index out of range,"Traceback (most recent call last):
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 103, in scrape
    rounds_breakdown = get_rounds_breakdown(bs)
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 66, in get_rounds_breakdown
    return bs.find_all(class_='match-info-row')[0].find_all('div')[0].text
IndexError: list index out of range
"
123855,2023-07-26 22:38:06.153868,/stats/matches/mapstatsid/17319/natus-vincere-vs-ninjas-in-pyjamas,/stats/matches/mapstatsid/17320/natus-vincere-vs-ninjas-in-pyjamas,local variable 't2_player_stats' referenced before assignment,"Traceback (most recent call last):
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 106, in scrape
    player_stats = get_player_stats(bs)
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 63, in get_player_stats
    return [t1_player_stats, t2_player_stats]
UnboundLocalError: local variable 't2_player_stats' referenced before assignment
"
123856,2023-07-26 22:38:10.079248,/stats/matches/mapstatsid/17320/natus-vincere-vs-ninjas-in-pyjamas,/stats/matches/mapstatsid/17318/ninjas-in-pyjamas-vs-natus-vincere,local variable 't2_player_stats' referenced before assignment,"Traceback (most recent call last):
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 106, in scrape
    player_stats = get_player_stats(bs)
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 63, in get_player_stats
    return [t1_player_stats, t2_player_stats]
UnboundLocalError: local variable 't2_player_stats' referenced before assignment
"
123929,2023-07-26 22:45:10.204807,/stats/matches/mapstatsid/17296/virtuspro-vs-ussr,/stats/matches/mapstatsid/17295/virtuspro-vs-fnatic,list index out of range,"Traceback (most recent call last):
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 103, in scrape
    rounds_breakdown = get_rounds_breakdown(bs)
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 66, in get_rounds_breakdown
    return bs.find_all(class_='match-info-row')[0].find_all('div')[0].text
IndexError: list index out of range
"
123931,2023-07-26 22:45:26.558515,/stats/matches/mapstatsid/17294/epsilon-vs-ussr,/stats/matches/mapstatsid/17293/epsilon-vs-fnatic,list index out of range,"Traceback (most recent call last):
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 103, in scrape
    rounds_breakdown = get_rounds_breakdown(bs)
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 66, in get_rounds_breakdown
    return bs.find_all(class_='match-info-row')[0].find_all('div')[0].text
IndexError: list index out of range
"
123933,2023-07-26 22:45:31.645452,/stats/matches/mapstatsid/17292/aces-vs-97club,/stats/matches/mapstatsid/17291/aces-vs-97club,list index out of range,"Traceback (most recent call last):
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 103, in scrape
    rounds_breakdown = get_rounds_breakdown(bs)
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 66, in get_rounds_breakdown
    return bs.find_all(class_='match-info-row')[0].find_all('div')[0].text
IndexError: list index out of range
"
123934,2023-07-26 22:45:31.964972,/stats/matches/mapstatsid/17291/aces-vs-97club,/stats/matches/mapstatsid/17288/hellraisers-vs-epsilon,list index out of range,"Traceback (most recent call last):
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 103, in scrape
    rounds_breakdown = get_rounds_breakdown(bs)
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 66, in get_rounds_breakdown
    return bs.find_all(class_='match-info-row')[0].find_all('div')[0].text
IndexError: list index out of range
"
123940,2023-07-26 22:45:52.538717,/stats/matches/mapstatsid/17286/reason-vs-ussr,/stats/matches/mapstatsid/17285/ldlc-vs-esg,list index out of range,"Traceback (most recent call last):
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 103, in scrape
    rounds_breakdown = get_rounds_breakdown(bs)
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 66, in get_rounds_breakdown
    return bs.find_all(class_='match-info-row')[0].find_all('div')[0].text
IndexError: list index out of range
"
123943,2023-07-26 22:46:25.865443,/stats/matches/mapstatsid/17282/esg-vs-ussr,/stats/matches/mapstatsid/17281/k1ck-vs-hellraisers,list index out of range,"Traceback (most recent call last):
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 103, in scrape
    rounds_breakdown = get_rounds_breakdown(bs)
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 66, in get_rounds_breakdown
    return bs.find_all(class_='match-info-row')[0].find_all('div')[0].text
IndexError: list index out of range
"
123992,2023-07-26 22:51:06.264136,/stats/matches/mapstatsid/17218/ldlc-vs-ussr,/stats/matches/mapstatsid/17222/titan-vs-natus-vincere,list index out of range,"Traceback (most recent call last):
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 103, in scrape
    rounds_breakdown = get_rounds_breakdown(bs)
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 66, in get_rounds_breakdown
    return bs.find_all(class_='match-info-row')[0].find_all('div')[0].text
IndexError: list index out of range
"
123998,2023-07-26 22:51:26.671977,/stats/matches/mapstatsid/17213/ussr-vs-berzerk,/stats/matches/mapstatsid/17212/onlinebots-vs-ussr,list index out of range,"Traceback (most recent call last):
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 103, in scrape
    rounds_breakdown = get_rounds_breakdown(bs)
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 66, in get_rounds_breakdown
    return bs.find_all(class_='match-info-row')[0].find_all('div')[0].text
IndexError: list index out of range
"
123999,2023-07-26 22:51:27.165547,/stats/matches/mapstatsid/17212/onlinebots-vs-ussr,/stats/matches/mapstatsid/17217/fnatic-vs-ldlc,list index out of range,"Traceback (most recent call last):
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 103, in scrape
    rounds_breakdown = get_rounds_breakdown(bs)
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 66, in get_rounds_breakdown
    return bs.find_all(class_='match-info-row')[0].find_all('div')[0].text
IndexError: list index out of range
"
124012,2023-07-26 22:52:44.846360,/stats/matches/mapstatsid/17203/hellraisers-vs-epsilon,/stats/matches/mapstatsid/17201/esg-vs-hellraisers,list index out of range,"Traceback (most recent call last):
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 162, in scrape
    ""team2_p1_name"": player_stats[1][0][0],
IndexError: list index out of range
"
124013,2023-07-26 22:52:49.067426,/stats/matches/mapstatsid/17201/esg-vs-hellraisers,/stats/matches/mapstatsid/17200/esc-vs-natus-vincere,list index out of range,"Traceback (most recent call last):
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 162, in scrape
    ""team2_p1_name"": player_stats[1][0][0],
IndexError: list index out of range
"
124043,2023-07-26 22:55:48.282263,/stats/matches/mapstatsid/17170/unnamed-vs-aces,/stats/matches/mapstatsid/17169/aces-vs-unnamed,list index out of range,"Traceback (most recent call last):
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 103, in scrape
    rounds_breakdown = get_rounds_breakdown(bs)
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 66, in get_rounds_breakdown
    return bs.find_all(class_='match-info-row')[0].find_all('div')[0].text
IndexError: list index out of range
"
124044,2023-07-26 22:55:48.615971,/stats/matches/mapstatsid/17169/aces-vs-unnamed,/stats/matches/mapstatsid/17168/es4x-vs-ussr,list index out of range,"Traceback (most recent call last):
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 103, in scrape
    rounds_breakdown = get_rounds_breakdown(bs)
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 66, in get_rounds_breakdown
    return bs.find_all(class_='match-info-row')[0].find_all('div')[0].text
IndexError: list index out of range
"
124045,2023-07-26 22:55:48.916996,/stats/matches/mapstatsid/17168/es4x-vs-ussr,/stats/matches/mapstatsid/17167/es4x-vs-ussr,list index out of range,"Traceback (most recent call last):
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 103, in scrape
    rounds_breakdown = get_rounds_breakdown(bs)
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 66, in get_rounds_breakdown
    return bs.find_all(class_='match-info-row')[0].find_all('div')[0].text
IndexError: list index out of range
"
124046,2023-07-26 22:55:49.243711,/stats/matches/mapstatsid/17167/es4x-vs-ussr,/stats/matches/mapstatsid/17165/es4x-vs-unnamed,list index out of range,"Traceback (most recent call last):
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 103, in scrape
    rounds_breakdown = get_rounds_breakdown(bs)
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 66, in get_rounds_breakdown
    return bs.find_all(class_='match-info-row')[0].find_all('div')[0].text
IndexError: list index out of range
"
124114,2023-07-26 23:02:28.385803,/stats/matches/mapstatsid/17098/ussr-vs-esc,/stats/matches/mapstatsid/17097/mouz-vs-esc,list index out of range,"Traceback (most recent call last):
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 103, in scrape
    rounds_breakdown = get_rounds_breakdown(bs)
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 66, in get_rounds_breakdown
    return bs.find_all(class_='match-info-row')[0].find_all('div')[0].text
IndexError: list index out of range
"
124142,2023-07-26 23:05:08.891652,/stats/matches/mapstatsid/17069/aces-vs-ussr,/stats/matches/mapstatsid/17068/ussr-vs-aces,list index out of range,"Traceback (most recent call last):
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 103, in scrape
    rounds_breakdown = get_rounds_breakdown(bs)
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 66, in get_rounds_breakdown
    return bs.find_all(class_='match-info-row')[0].find_all('div')[0].text
IndexError: list index out of range
"
124143,2023-07-26 23:05:09.232381,/stats/matches/mapstatsid/17068/ussr-vs-aces,/stats/matches/mapstatsid/17064/natus-vincere-vs-ninjas-in-pyjamas,list index out of range,"Traceback (most recent call last):
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 103, in scrape
    rounds_breakdown = get_rounds_breakdown(bs)
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 66, in get_rounds_breakdown
    return bs.find_all(class_='match-info-row')[0].find_all('div')[0].text
IndexError: list index out of range
"
124200,2023-07-26 23:10:27.963492,/stats/matches/mapstatsid/17008/nomercy-vs-inshock,/stats/matches/mapstatsid/17007/wyborowa-vs-inshock,list index out of range,"Traceback (most recent call last):
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 103, in scrape
    rounds_breakdown = get_rounds_breakdown(bs)
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 66, in get_rounds_breakdown
    return bs.find_all(class_='match-info-row')[0].find_all('div')[0].text
IndexError: list index out of range
"
124201,2023-07-26 23:10:40.352330,/stats/matches/mapstatsid/17007/wyborowa-vs-inshock,/stats/matches/mapstatsid/17006/fnatic-vs-titan,list index out of range,"Traceback (most recent call last):
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 103, in scrape
    rounds_breakdown = get_rounds_breakdown(bs)
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 66, in get_rounds_breakdown
    return bs.find_all(class_='match-info-row')[0].find_all('div')[0].text
IndexError: list index out of range
"
124259,2023-07-26 23:16:12.727685,/stats/matches/mapstatsid/16956/headshotbg-vs-koh,/stats/matches/mapstatsid/16954/gamepubentity-vs-coreteam,list index out of range,"Traceback (most recent call last):
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 103, in scrape
    rounds_breakdown = get_rounds_breakdown(bs)
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 66, in get_rounds_breakdown
    return bs.find_all(class_='match-info-row')[0].find_all('div')[0].text
IndexError: list index out of range
"
124260,2023-07-26 23:16:13.076445,/stats/matches/mapstatsid/16954/gamepubentity-vs-coreteam,/stats/matches/mapstatsid/16953/gamepubentity-vs-e-sportsrs,list index out of range,"Traceback (most recent call last):
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 103, in scrape
    rounds_breakdown = get_rounds_breakdown(bs)
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 66, in get_rounds_breakdown
    return bs.find_all(class_='match-info-row')[0].find_all('div')[0].text
IndexError: list index out of range
"
124261,2023-07-26 23:16:24.618906,/stats/matches/mapstatsid/16953/gamepubentity-vs-e-sportsrs,/stats/matches/mapstatsid/16955/sensei-vs-headshotbg,list index out of range,"Traceback (most recent call last):
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 103, in scrape
    rounds_breakdown = get_rounds_breakdown(bs)
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 66, in get_rounds_breakdown
    return bs.find_all(class_='match-info-row')[0].find_all('div')[0].text
IndexError: list index out of range
"
124262,2023-07-26 23:16:24.970339,/stats/matches/mapstatsid/16955/sensei-vs-headshotbg,/stats/matches/mapstatsid/16951/e-sportsrs-vs-coreteam,list index out of range,"Traceback (most recent call last):
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 103, in scrape
    rounds_breakdown = get_rounds_breakdown(bs)
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 66, in get_rounds_breakdown
    return bs.find_all(class_='match-info-row')[0].find_all('div')[0].text
IndexError: list index out of range
"
124263,2023-07-26 23:16:25.348813,/stats/matches/mapstatsid/16951/e-sportsrs-vs-coreteam,/stats/matches/mapstatsid/16952/sensei-vs-koh,list index out of range,"Traceback (most recent call last):
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 103, in scrape
    rounds_breakdown = get_rounds_breakdown(bs)
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 66, in get_rounds_breakdown
    return bs.find_all(class_='match-info-row')[0].find_all('div')[0].text
IndexError: list index out of range
"
124264,2023-07-26 23:16:25.653942,/stats/matches/mapstatsid/16952/sensei-vs-koh,/stats/matches/mapstatsid/16949/ination-vs-prowince,list index out of range,"Traceback (most recent call last):
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 103, in scrape
    rounds_breakdown = get_rounds_breakdown(bs)
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 66, in get_rounds_breakdown
    return bs.find_all(class_='match-info-row')[0].find_all('div')[0].text
IndexError: list index out of range
"
124265,2023-07-26 23:16:25.936710,/stats/matches/mapstatsid/16949/ination-vs-prowince,/stats/matches/mapstatsid/16950/5starz-vs-e-frag,list index out of range,"Traceback (most recent call last):
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 103, in scrape
    rounds_breakdown = get_rounds_breakdown(bs)
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 66, in get_rounds_breakdown
    return bs.find_all(class_='match-info-row')[0].find_all('div')[0].text
IndexError: list index out of range
"
124266,2023-07-26 23:16:26.231252,/stats/matches/mapstatsid/16950/5starz-vs-e-frag,/stats/matches/mapstatsid/16947/delta-vs-ination,list index out of range,"Traceback (most recent call last):
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 103, in scrape
    rounds_breakdown = get_rounds_breakdown(bs)
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 66, in get_rounds_breakdown
    return bs.find_all(class_='match-info-row')[0].find_all('div')[0].text
IndexError: list index out of range
"
124267,2023-07-26 23:16:26.509976,/stats/matches/mapstatsid/16947/delta-vs-ination,/stats/matches/mapstatsid/16948/volgare-vs-e-frag,list index out of range,"Traceback (most recent call last):
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 103, in scrape
    rounds_breakdown = get_rounds_breakdown(bs)
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 66, in get_rounds_breakdown
    return bs.find_all(class_='match-info-row')[0].find_all('div')[0].text
IndexError: list index out of range
"
124268,2023-07-26 23:16:26.809949,/stats/matches/mapstatsid/16948/volgare-vs-e-frag,/stats/matches/mapstatsid/16945/volgare-vs-5starz,list index out of range,"Traceback (most recent call last):
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 103, in scrape
    rounds_breakdown = get_rounds_breakdown(bs)
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 66, in get_rounds_breakdown
    return bs.find_all(class_='match-info-row')[0].find_all('div')[0].text
IndexError: list index out of range
"
124269,2023-07-26 23:16:27.091553,/stats/matches/mapstatsid/16945/volgare-vs-5starz,/stats/matches/mapstatsid/16946/prowince-vs-delta,list index out of range,"Traceback (most recent call last):
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 103, in scrape
    rounds_breakdown = get_rounds_breakdown(bs)
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 66, in get_rounds_breakdown
    return bs.find_all(class_='match-info-row')[0].find_all('div')[0].text
IndexError: list index out of range
"
124270,2023-07-26 23:16:27.368159,/stats/matches/mapstatsid/16946/prowince-vs-delta,/stats/matches/mapstatsid/16928/go4balkan-vs-go4serbia,list index out of range,"Traceback (most recent call last):
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 103, in scrape
    rounds_breakdown = get_rounds_breakdown(bs)
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 66, in get_rounds_breakdown
    return bs.find_all(class_='match-info-row')[0].find_all('div')[0].text
IndexError: list index out of range
"
124271,2023-07-26 23:16:38.418393,/stats/matches/mapstatsid/16928/go4balkan-vs-go4serbia,/stats/matches/mapstatsid/16927/go4balkan-vs-go4serbia,list index out of range,"Traceback (most recent call last):
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 103, in scrape
    rounds_breakdown = get_rounds_breakdown(bs)
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 66, in get_rounds_breakdown
    return bs.find_all(class_='match-info-row')[0].find_all('div')[0].text
IndexError: list index out of range
"
124272,2023-07-26 23:16:38.686358,/stats/matches/mapstatsid/16927/go4balkan-vs-go4serbia,/stats/matches/mapstatsid/16926/go4serbia-vs-go4croatia,list index out of range,"Traceback (most recent call last):
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 103, in scrape
    rounds_breakdown = get_rounds_breakdown(bs)
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 66, in get_rounds_breakdown
    return bs.find_all(class_='match-info-row')[0].find_all('div')[0].text
IndexError: list index out of range
"
124273,2023-07-26 23:16:38.960312,/stats/matches/mapstatsid/16926/go4serbia-vs-go4croatia,/stats/matches/mapstatsid/16925/go4croatia-vs-go4serbia,list index out of range,"Traceback (most recent call last):
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 103, in scrape
    rounds_breakdown = get_rounds_breakdown(bs)
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 66, in get_rounds_breakdown
    return bs.find_all(class_='match-info-row')[0].find_all('div')[0].text
IndexError: list index out of range
"
124274,2023-07-26 23:16:39.213673,/stats/matches/mapstatsid/16925/go4croatia-vs-go4serbia,/stats/matches/mapstatsid/16923/go4bosnia-vs-go4balkan,list index out of range,"Traceback (most recent call last):
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 103, in scrape
    rounds_breakdown = get_rounds_breakdown(bs)
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 66, in get_rounds_breakdown
    return bs.find_all(class_='match-info-row')[0].find_all('div')[0].text
IndexError: list index out of range
"
124275,2023-07-26 23:16:39.476133,/stats/matches/mapstatsid/16923/go4bosnia-vs-go4balkan,/stats/matches/mapstatsid/16924/go4bosnia-vs-go4balkan,list index out of range,"Traceback (most recent call last):
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 103, in scrape
    rounds_breakdown = get_rounds_breakdown(bs)
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 66, in get_rounds_breakdown
    return bs.find_all(class_='match-info-row')[0].find_all('div')[0].text
IndexError: list index out of range
"
124276,2023-07-26 23:16:39.747371,/stats/matches/mapstatsid/16924/go4bosnia-vs-go4balkan,/stats/matches/mapstatsid/16920/ninjas-in-pyjamas-vs-titan,list index out of range,"Traceback (most recent call last):
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 103, in scrape
    rounds_breakdown = get_rounds_breakdown(bs)
  File ""/home/tedtimothyt/csgo/main_gcp_vm.py"", line 66, in get_rounds_breakdown
    return bs.find_all(class_='match-info-row')[0].find_all('div')[0].text
IndexError: list index out of range
"
